"fin" "slice" "csa" "NA" "NA"
"Aligned_ray6_d" 17 0.135073049 0.001236792 0.002086345
"Aligned_ray6_d" 18 0.093512111 0.000699398 0.000925954
"Aligned_ray6_d" 19 0.145463284 0.001088958 0.003404109
"Aligned_ray6_d" 20 0.11429258 0.00073835 0.001873881
"Aligned_ray6_d" 21 0.124682815 0.000861598 0.002332129
"Aligned_ray6_d" 22 0.124682815 0.001072297 0.002148419
"Aligned_ray6_d" 23 0.135073049 0.001184174 0.002222007
"Aligned_ray6_d" 24 0.155853518 0.001437609 0.002949042
"Aligned_ray6_d" 25 0.124682815 0.000857383 0.00272319
"Aligned_ray6_d" 26 0.155853518 0.001455242 0.0032049
"Aligned_ray6_d" 27 0.145463284 0.00125113 0.002640462
"Aligned_ray6_d" 28 0.135073049 0.001243427 0.002146146
"Aligned_ray6_d" 29 0.166243753 0.001665263 0.003608885
"Aligned_ray6_d" 30 0.166243753 0.001588931 0.004063067
"Aligned_ray6_d" 31 0.166243753 0.001490661 0.004518944
"Aligned_ray6_d" 32 0.166243753 0.001897175 0.003673854
"Aligned_ray6_d" 33 0.155853518 0.001257439 0.003633012
"Aligned_ray6_d" 34 0.155853518 0.001928965 0.002587235
"Aligned_ray6_d" 35 0.187024222 0.002083942 0.004675364
"Aligned_ray6_d" 36 0.155853518 0.001089994 0.003915611
"Aligned_ray6_d" 37 0.207804691 0.002353292 0.005941402
"Aligned_ray6_d" 38 0.166243753 0.00147247 0.00382192
"Aligned_ray6_d" 39 0.145463284 0.00091816 0.004430851
"Aligned_ray6_d" 40 0.176633987 0.001550861 0.005105427
"Aligned_ray6_d" 41 0.197414457 0.002115572 0.005521911
"Aligned_ray6_d" 42 0.155853518 0.001398337 0.003564085
"Aligned_ray6_d" 43 0.197414457 0.001887918 0.006158665
"Aligned_ray6_d" 44 0.197414457 0.002748344 0.0043664
"Aligned_ray6_d" 45 0.166243753 0.001527775 0.003807098
"Aligned_ray6_d" 46 0.207804691 0.002792131 0.005507961
"Aligned_ray6_d" 47 0.145463284 0.001503024 0.002650749
"Aligned_ray6_d" 48 0.166243753 0.001696944 0.003172365
"Aligned_ray6_d" 49 0.145463284 0.00124806 0.002643532
"Aligned_ray6_d" 50 0.135073049 0.001273414 0.002431725
"Aligned_ray6_d" 51 0.166243753 0.001797964 0.003132071
"Aligned_ray6_d" 52 0.155853518 0.001041697 0.004784381
"Aligned_ray6_d" 53 0.155853518 0.001232838 0.003499276
"Aligned_ray6_d" 54 0.145463284 0.000977211 0.003839726
"Aligned_ray6_d" 55 0.145463284 0.001244963 0.003024478
"Aligned_ray6_d" 56 0.176633987 0.00153855 0.004736714
"Aligned_ray6_d" 57 0.124682815 0.000739789 0.002912755
"Aligned_ray6_d" 58 0.176633987 0.001536187 0.005120101
"Aligned_ray6_d" 59 0.166243753 0.001823668 0.00320083
"Aligned_ray6_d" 60 0.176633987 0.00203207 0.003709759
"Aligned_ray6_d" 61 0.176633987 0.001679896 0.004392154
"Aligned_ray6_d" 62 0.155853518 0.001463008 0.00348502
"Aligned_ray6_d" 63 0.145463284 0.001414754 0.002245501
"Aligned_ray6_d" 64 0.145463284 0.000929318 0.003525193
"Aligned_ray6_d" 65 0.135073049 0.000959424 0.00267928
"Aligned_ray6_d" 66 0.155853518 0.001671076 0.002600421
"Aligned_ray6_d" 67 0.166243753 0.001869485 0.002837889
"Aligned_ray6_d" 68 0.155853518 0.001582403 0.003149711
"Aligned_ray6_d" 69 0.166243753 0.001464622 0.003782537
"Aligned_ray6_d" 70 0.145463284 0.001364361 0.002658322
"Aligned_ray6_d" 71 0.155853518 0.001455268 0.00281623
"Aligned_ray6_d" 72 0.135073049 0.0011139 0.00257463
"Aligned_ray6_d" 73 0.135073049 0.001189406 0.002764864
"Aligned_ray6_v" 5 0.051951173 0.000108654 0.000801783
"Aligned_ray6_v" 6 0.041560938 9.219e-05 0.000357631
"Aligned_ray6_v" 7 0.062341407 0.0002014 0.000860176
"Aligned_ray6_v" 8 0.062341407 0.000225566 0.000476155
"Aligned_ray6_v" 9 0.041560938 9.219e-05 0.000357631
"Aligned_ray6_v" 10 0.051951173 0.000156584 0.000365208
"Aligned_ray6_v" 11 0.051951173 0.000162244 0.000359548
"Aligned_ray6_v" 12 0.072731642 0.00023941 0.000873575
"Aligned_ray6_v" 13 0.062341407 0.000344623 0.000429069
"Aligned_ray6_v" 14 0.062341407 0.0002014 0.000860176
"Aligned_ray6_v" 15 0.072731642 0.00045039 0.000477526
"Aligned_ray6_v" 16 0.062341407 0.000167937 0.000821668
"Aligned_ray6_v" 17 0.062341407 0.000204132 0.000641531
"Aligned_ray6_v" 18 0.051951173 0.000108654 0.000801783
"Aligned_ray6_v" 19 0.062341407 0.000287276 0.000774301
"Aligned_ray6_v" 20 0.031170704 6.2975e-05 0.000134946
"Aligned_ray6_v" 21 0.062341407 0.000225566 0.000476155
"Aligned_ray6_v" 22 0.062341407 0.000204132 0.000641531
"Aligned_ray6_v" 23 0.072731642 0.00023941 0.000873575
"Aligned_ray6_v" 24 0.072731642 0.000390108 0.000907946
"Aligned_ray6_v" 25 0.083121876 0.000279069 0.001362777
"Aligned_ray6_v" 26 0.083121876 0.000723761 0.000918085
"Aligned_ray6_v" 27 0.083121876 0.000279069 0.001362777
"Aligned_ray6_v" 28 0.072731642 0.000354703 0.000819972
"Aligned_ray6_v" 29 0.062341407 0.000201189 0.001076302
"Aligned_ray6_v" 30 0.083121876 0.000458371 0.000913582
"Aligned_ray6_v" 31 0.072731642 0.000352145 0.001130978
"Aligned_ray6_v" 32 0.093512111 0.000514739 0.001206575
"Aligned_ray6_v" 33 0.062341407 0.000252188 0.000809389
"Aligned_ray6_v" 34 0.093512111 0.000518005 0.001491194
"Aligned_ray6_v" 35 0.051951173 0.000109125 0.000801312
"Aligned_ray6_v" 36 0.083121876 0.000272847 0.00169287
"Aligned_ray6_v" 37 0.083121876 0.000327438 0.001543816
"Aligned_ray6_v" 38 0.051951173 0.000109125 0.000801312
"Aligned_ray6_v" 39 0.103902346 0.000505835 0.002524158
"Aligned_ray6_v" 40 0.062341407 0.000252188 0.000809389
"Aligned_ray6_v" 41 0.093512111 0.000553743 0.002367093
"Aligned_ray6_v" 42 0.051951173 0.000131682 0.000606024
"Aligned_ray6_v" 43 0.083121876 0.000406227 0.001411048
"Aligned_ray6_v" 44 0.062341407 0.000204132 0.000641531
"Aligned_ray6_v" 45 0.11429258 0.000745122 0.001925995
"Aligned_ray6_v" 46 0.051951173 0.000156584 0.000365208
"Aligned_ray6_v" 47 0.083121876 0.00045486 0.001362416
"Aligned_ray6_v" 48 0.083121876 0.000279069 0.001362777
"Aligned_ray6_v" 49 0.083121876 0.000364523 0.001601194
"Aligned_ray6_v" 50 0.072731642 0.000361156 0.000967743
"Aligned_ray6_v" 51 0.072731642 0.000272626 0.00154979
"Aligned_ray6_v" 52 0.083121876 0.000279069 0.001362777
"Aligned_ray6_v" 53 0.062341407 0.000124355 0.001297079
"Aligned_ray6_v" 54 0.093512111 0.000588652 0.001396557
"Aligned_ray6_v" 55 0.072731642 0.000271426 0.000964939
"Aligned_ray6_v" 56 0.072731642 0.000378302 0.000919752
"Aligned_ray6_v" 57 0.051951173 0.000108654 0.000801783
"Aligned_ray6_v" 58 0.093512111 0.000616091 0.001177194
"Aligned_ray6_v" 59 0.062341407 0.0002014 0.000860176
"Aligned_ray6_v" 60 0.124682815 0.001070915 0.002149802
"Aligned_ray6_v" 61 0.093512111 0.000315124 0.001766046
"Aligned_ray6_v" 62 0.083121876 0.000500494 0.000911943
"Aligned_ray6_v" 63 0.062341407 0.000164648 0.000699008
"Aligned_ray6_v" 64 0.093512111 0.000463655 0.001689487
"Aligned_ray6_v" 65 0.083121876 0.000272536 0.001693181
"Aligned_ray6_v" 66 0.083121876 0.00044554 0.00103437
"Aligned_ray6_v" 67 0.093512111 0.000468051 0.001421196
"Aligned_ray6_v" 68 0.051951173 0.000131166 0.00060654
"Aligned_ray6_v" 69 0.083121876 0.000452035 0.000879435
"Aligned_ray6_v" 70 0.062341407 0.000204132 0.000641531
"Aligned_ray6_v" 71 0.093512111 0.000468051 0.001421196
