Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)	Cr_(rad)	M_(rad)	ICrCa(_^4)	IML(_^4)	ZCrCa(__A)	ZML(__A)	RCrCa(_)	RML(_)	DCrCa(_)	DML(_)
Aligned_pair1_v	22	1.039	0.674	0.921	0.674	0.921	1.495	0.489	0.625	0.075	0.106	0.172	0.17	0.153	0.264	0.98	1.4	0.927	4.163	0	NaN	NaN										
Aligned_pair1_v	23	1.029	0.674	0.926	0.674	0.926	1.379	0.52	0.689	0.072	0.105	0.165	0.152	0.139	0.256	0.98	1.379	1.989	4.139	0.98	0.922	0.146										
Aligned_pair1_v	24	1.039	0.677	0.934	0.677	0.934	1.469	0.512	0.605	0.075	0.105	0.171	0.173	0.146	0.273	0.98	1.4	0.927	4.18	0.98	0.933	0.139										
Aligned_pair1_v	25	1.044	0.666	0.945	0.666	0.945	1.524	0.537	0.603	0.078	0.102	0.174	0.17	0.146	0.268	1.12	1.4	0.927	4.122	0	0	0										
Aligned_pair1_v	26	1.039	0.671	0.941	0.671	0.941	-1.366	0.545	0.656	0.077	0.102	0.166	0.156	0.142	0.255	1.12	1.443	0.888	4.32	0	NaN	NaN										
Aligned_pair1_v	27	1.039	0.667	0.949	0.667	0.949	-1.448	0.488	0.591	0.074	0.105	0.171	0.177	0.152	0.273	0.98	1.39	0.857	3.948	0.98	0.953	0.093										
Aligned_pair1_v	28	0.995	0.657	0.963	0.657	0.963	1.412	0.521	0.588	0.072	0.092	0.162	0.157	0.138	0.256	0.98	1.345	2.246	4.023	0.98	0.919	0.139										
Aligned_pair1_v	29	1.044	0.654	0.97	0.654	0.97	1.468	0.486	0.649	0.073	0.108	0.172	0.166	0.149	0.277	0.98	1.352	1.942	3.924	0	NaN	NaN										
Aligned_pair1_v	30	1.015	0.661	0.966	0.661	0.966	1.226	0.547	0.619	0.071	0.099	0.15	0.161	0.13	0.261	0.98	1.39	2.285	3.965	0.98	0.943	0.108										
Aligned_pair1_v	31	1.044	0.646	0.982	0.646	0.982	-1.541	0.498	0.572	0.077	0.103	0.174	0.18	0.155	0.274	1.05	1.39	0.857	4.064	3.431	3.22	0.518										
Aligned_pair1_v	32	1.073	0.648	0.97	0.648	0.97	-1.493	0.495	0.645	0.08	0.11	0.178	0.171	0.161	0.294	1.05	1.338	0.748	3.982	0.98	0.961	0.092										
Aligned_pair1_v	33	1.064	0.64	0.983	0.64	0.983	-1.234	0.548	0.71	0.078	0.109	0.158	0.154	0.142	0.26	1.05	1.443	0.888	4.064	0	0	0										
Aligned_pair1_v	34	1.083	0.634	0.987	0.634	0.987	-1.395	0.539	0.627	0.082	0.113	0.175	0.18	0.152	0.294	1.05	1.4	0.927	4.18	0.98	0.939	0.135										
Aligned_pair1_v	35	1.073	0.655	0.972	0.655	0.972	-1.431	0.511	0.641	0.078	0.115	0.175	0.18	0.153	0.285	1.05	1.443	0.888	4.221	3.431	3.075	0.73										
Aligned_pair1_v	36	1.039	0.65	0.983	0.65	0.983	-1.512	0.494	0.581	0.074	0.106	0.173	0.182	0.15	0.274	0.98	1.4	0.927	4.006	0	NaN	NaN										
Aligned_pair1_v	37	1.029	0.663	0.997	0.663	0.997	1.545	0.465	0.572	0.075	0.101	0.171	0.176	0.162	0.268	0.98	1.4	0.927	4.047	0	NaN	NaN										
Aligned_pair1_v	38	1.044	0.652	1.012	0.652	1.012	-1.523	0.486	0.602	0.077	0.104	0.174	0.173	0.158	0.276	0.98	1.4	0.927	4.064	0	0	0										
Aligned_pair1_v	39	1	0.66	1.004	0.66	1.004	-1.387	0.511	0.689	0.073	0.093	0.161	0.135	0.143	0.237	1.05	1.381	1.039	4.122	3.431	2.965	0.77										
Aligned_pair1_v	40	1.02	0.662	0.976	0.662	0.976	-1.438	0.475	0.653	0.066	0.109	0.167	0.167	0.139	0.258	0.98	1.4	0.927	4.18	0	NaN	NaN										
Aligned_pair1_v	41	0.985	0.66	0.992	0.66	0.992	-1.497	0.475	0.659	0.066	0.097	0.163	0.148	0.14	0.236	0.98	1.4	0.927	4.204	0	0	0										
Aligned_pair1_v	42	1.024	0.669	0.988	0.669	0.988	1.513	0.47	0.623	0.07	0.108	0.17	0.173	0.149	0.26	0.98	1.418	0.996	4.18	0	NaN	NaN										
Aligned_pair1_v	43	0.985	0.675	0.997	0.675	0.997	1.257	0.48	0.633	0.064	0.099	0.149	0.156	0.133	0.236	0.98	1.381	2.103	4.081	0	NaN	NaN										
Aligned_pair1_v	44	1.015	0.677	1.025	0.677	1.025	1.421	0.47	0.636	0.069	0.105	0.165	0.165	0.148	0.257	0.98	1.418	2.145	4.221	0	NaN	NaN										
Aligned_pair1_v	45	0.975	0.678	1.014	0.678	1.014	-1.547	0.473	0.602	0.064	0.098	0.162	0.162	0.135	0.245	0.98	1.4	0.927	4.221	2.59	2.409	0.465										
Aligned_pair1_v	46	0.975	0.671	1.009	0.671	1.009	-1.314	0.506	0.648	0.059	0.102	0.152	0.157	0.117	0.242	0.98	1.418	0.996	3.999	0	0	0										
Aligned_pair1_v	47	0.971	0.663	1	0.663	1	-1.391	0.486	0.687	0.06	0.101	0.157	0.147	0.123	0.234	0.98	1.418	0.996	4.419	3.151	2.844	0.676										
Aligned_pair1_v	48	0.99	0.676	1.018	0.676	1.018	1.545	0.464	0.659	0.066	0.102	0.165	0.155	0.142	0.25	0.98	1.381	1.039	4.064	0	NaN	NaN										
Aligned_pair1_v	49	1.015	0.673	1.017	0.673	1.017	1.447	0.455	0.592	0.066	0.11	0.167	0.186	0.145	0.262	0.973	1.4	2.214	4.064	0	0	0										
Aligned_pair1_v	50	0.995	0.685	1.038	0.685	1.038	1.48	0.455	0.608	0.064	0.104	0.164	0.172	0.141	0.248	0.975	1.4	2.214	4.221	0	0	0										
Aligned_pair1_v	51	1.005	0.679	1.028	0.679	1.028	-1.529	0.48	0.617	0.063	0.108	0.167	0.176	0.132	0.264	0.98	1.381	1.039	4.156	0.98	0.903	0.172										
Aligned_pair1_v	52	0.995	0.678	1.032	0.678	1.032	-1.457	0.465	0.634	0.063	0.104	0.164	0.164	0.136	0.256	0.98	1.381	1.039	4.064	0.98	0.918	0.136										
Aligned_pair1_v	53	1.034	0.672	1.049	0.672	1.049	-1.503	0.471	0.644	0.065	0.117	0.172	0.181	0.138	0.27	0.98	1.418	1.218	4.371	0.98	0.903	0.172										
Aligned_pair1_v	54	1.029	0.678	1.033	0.678	1.033	1.541	0.472	0.68	0.07	0.109	0.171	0.16	0.148	0.26	0.98	1.381	1.039	4.18	0	0	0										
Aligned_pair1_v	55	1.044	0.674	1.048	0.674	1.048	1.518	0.467	0.629	0.07	0.117	0.174	0.185	0.149	0.275	0.98	1.418	0.996	4.221	3.431	3.117	0.654										
Aligned_pair1_v	56	1.039	0.671	1.046	0.671	1.046	1.402	0.467	0.608	0.07	0.112	0.168	0.185	0.15	0.267	0.98	1.418	1.218	4.163	0.98	0.903	0.172										
Aligned_pair1_v	57	1.049	0.683	1.054	0.683	1.054	1.439	0.477	0.644	0.071	0.116	0.172	0.18	0.148	0.263	0.98	1.409	2.034	4.122	0	0	0										
Aligned_pair1_v	58	1.039	0.675	1.07	0.675	1.07	1.508	0.493	0.602	0.073	0.107	0.173	0.178	0.148	0.274	1.05	1.347	2.058	4.04	0	0	0										
Aligned_pair1_v	59	1.083	0.694	1.086	0.694	1.086	1.496	0.506	0.674	0.077	0.121	0.18	0.179	0.153	0.286	1.05	1.443	1.969	4.337	3.431	3.117	0.654										
Aligned_pair1_v	60	1.098	0.691	1.102	0.691	1.102	1.47	0.502	0.681	0.079	0.125	0.181	0.184	0.158	0.276	1.05	1.457	2.185	4.361	0.99	0.927	0.145										
Aligned_pair1_v	61	1.093	0.689	1.098	0.689	1.098	1.424	0.508	0.698	0.077	0.13	0.178	0.186	0.151	0.277	0.98	1.443	1.816	4.221	0.98	0.921	0.127										
Aligned_pair1_v	62	1.098	0.697	1.101	0.697	1.101	1.364	0.511	0.762	0.077	0.133	0.175	0.175	0.15	0.271	0.98	1.508	1.951	4.477	0	0	0										
Aligned_pair1_v	63	1.078	0.695	1.096	0.695	1.096	1.361	0.509	0.714	0.075	0.125	0.172	0.174	0.148	0.268	0.98	1.443	1.816	4.221	0.98	0.923	0.138										
Aligned_pair1_v	64	1.118	0.694	1.11	0.694	1.11	1.455	0.53	0.73	0.079	0.135	0.184	0.185	0.15	0.289	1.05	1.484	1.907	4.221	3.431	3.247	0.522										
Aligned_pair1_v	65	1.093	0.698	1.121	0.698	1.121	1.404	0.539	0.679	0.083	0.118	0.177	0.174	0.154	0.279	1.05	1.418	2.145	4.221	0	0	0										
Aligned_pair1_v	66	1.118	0.703	1.128	0.703	1.128	1.435	0.535	0.723	0.081	0.131	0.183	0.181	0.152	0.284	1.05	1.484	1.907	4.163	0	0	0										
Aligned_pair1_v	67	1.059	0.691	1.13	0.691	1.13	1.31	0.552	0.724	0.075	0.115	0.165	0.158	0.136	0.262	0.98	1.418	1.924	4.023	0	NaN	NaN										
Aligned_pair1_v	68	1.093	0.69	1.127	0.69	1.127	1.352	0.543	0.702	0.08	0.122	0.174	0.174	0.147	0.267	0.98	1.477	2.119	4.047	0.98	0.949	0.093										
Aligned_pair1_v	69	1.054	0.687	1.13	0.687	1.13	1.192	0.543	0.737	0.073	0.115	0.152	0.156	0.134	0.248	0.98	1.488	2.29	4.047	0.98	0.93	0.143										
Aligned_pair1_v	70	1.103	0.695	1.131	0.695	1.131	1.37	0.557	0.677	0.08	0.128	0.177	0.188	0.144	0.281	1.046	1.443	2.253	4.262	0	0	0										
Aligned_pair1_v	71	1.093	0.701	1.137	0.701	1.137	1.202	0.578	0.763	0.078	0.128	0.159	0.167	0.135	0.268	1.05	1.498	2.224	4.262	0.98	0.906	0.164										
Aligned_pair1_v	72	1.127	0.703	1.154	0.703	1.154	1.372	0.559	0.722	0.086	0.13	0.181	0.18	0.154	0.287	1.116	1.462	1.862	4.279	3.431	3.144	0.748										
Aligned_pair1_v	73	1.093	0.713	1.154	0.713	1.154	1.336	0.562	0.743	0.079	0.127	0.172	0.171	0.141	0.264	1.05	1.503	2.055	4.262	0	0	0										
Aligned_pair1_v	74	1.113	0.706	1.146	0.706	1.146	1.36	0.568	0.746	0.082	0.133	0.177	0.179	0.144	0.271	1.05	1.535	1.994	4.46	0	0	0										
Aligned_pair1_v	75	1.127	0.7	1.154	0.7	1.154	1.294	0.557	0.785	0.079	0.145	0.174	0.184	0.141	0.284	0.98	1.537	2.096	4.419	0.98	0.906	0.164										
Aligned_pair1_v	76	1.093	0.703	1.161	0.703	1.161	1.211	0.545	0.764	0.074	0.133	0.16	0.174	0.136	0.266	1.033	1.503	2.055	4.279	0.98	0.926	0.15										
Aligned_pair1_v	77	1.152	0.704	1.181	0.704	1.181	1.291	0.574	0.777	0.081	0.148	0.177	0.191	0.141	0.291	1.05	1.566	2.034	4.436	0.98	0.93	0.135										
Aligned_pair1_v	78	1.098	0.719	1.166	0.719	1.166	1.33	0.583	0.714	0.078	0.128	0.173	0.179	0.134	0.282	1.05	1.472	2.013	4.419	0	0	0										
Aligned_pair1_v	79	1.142	0.717	1.171	0.717	1.171	1.377	0.555	0.77	0.083	0.142	0.183	0.185	0.149	0.284	1.05	1.566	2.034	4.535	1.019	0.963	0.141										
Aligned_pair1_v	80	1.103	0.716	1.17	0.716	1.17	1.265	0.551	0.787	0.078	0.133	0.167	0.169	0.141	0.266	1.05	1.515	2.159	4.221	0.98	0.906	0.164										
Aligned_pair1_v	81	1.103	0.717	1.174	0.717	1.174	1.302	0.519	0.779	0.074	0.14	0.171	0.179	0.142	0.27	0.98	1.515	2.159	4.105	0	0	0										
Aligned_pair1_v	82	1.078	0.727	1.186	0.727	1.186	1.198	0.545	0.839	0.065	0.144	0.156	0.172	0.119	0.25	1.01	1.598	2.074	4.337	0	0	0										
Aligned_pair1_v	83	1.098	0.741	1.201	0.741	1.201	1.285	0.538	0.749	0.067	0.146	0.168	0.195	0.125	0.283	0.98	1.566	2.034	4.419	0	NaN	NaN										
Aligned_pair1_v	84	1.093	0.737	1.205	0.737	1.205	1.243	0.585	0.793	0.069	0.141	0.163	0.177	0.118	0.264	1.05	1.566	2.034	4.221	0	NaN	NaN										
Aligned_pair1_v	85	1.118	0.739	1.192	0.739	1.192	1.357	0.547	0.748	0.074	0.141	0.178	0.189	0.136	0.282	1.05	1.503	2.055	4.139	0.99	0.941	0.109										
Aligned_pair1_v	86	1.118	0.736	1.202	0.736	1.202	1.309	0.523	0.796	0.073	0.145	0.174	0.183	0.14	0.274	1.05	1.6	1.976	4.337	0	0	0										
Aligned_pair1_v	87	1.064	0.733	1.198	0.733	1.198	1.365	0.499	0.743	0.065	0.134	0.17	0.18	0.131	0.261	1.036	1.503	2.055	4.139	0.98	0.931	0.125										
Aligned_pair1_v	88	1.088	0.735	1.214	0.735	1.214	1.295	0.51	0.804	0.064	0.15	0.168	0.186	0.126	0.264	0.972	1.598	2.074	4.163	3.711	3.383	0.765										
Aligned_pair1_v	89	1.078	0.74	1.22	0.74	1.22	1.219	0.518	0.76	0.063	0.143	0.158	0.188	0.122	0.268	0.98	1.573	2.134	4.32	0	0	0										
Aligned_pair1_v	90	1.093	0.747	1.233	0.747	1.233	1.252	0.477	0.764	0.064	0.146	0.164	0.192	0.134	0.275	0.98	1.566	2.034	4.163	0	0	0										
Aligned_pair1_v	91	1.069	0.748	1.243	0.748	1.243	1.261	0.499	0.733	0.067	0.129	0.162	0.176	0.135	0.267	0.98	1.484	1.907	4.081	0	NaN	NaN										
Aligned_pair1_v	92	1.122	0.742	1.221	0.742	1.221	1.349	0.506	0.774	0.072	0.146	0.178	0.189	0.143	0.281	1.05	1.573	2.134	4.221	0	NaN	NaN										
Aligned_pair1_v	93	1.073	0.75	1.227	0.75	1.227	1.399	0.5	0.774	0.067	0.136	0.174	0.176	0.134	0.257	0.98	1.566	2.034	4.221	3.431	3.109	0.771										
Aligned_pair1_v	94	1.088	0.743	1.219	0.743	1.219	1.374	0.512	0.773	0.066	0.147	0.174	0.19	0.128	0.273	0.98	1.537	2.096	4.221	0	0	0										
Aligned_pair1_v	95	1.118	0.744	1.25	0.744	1.25	1.266	0.482	0.79	0.065	0.16	0.169	0.202	0.135	0.28	0.98	1.633	2.111	4.378	3.431	3.109	0.771										
Aligned_pair1_v	96	1.103	0.765	1.242	0.765	1.242	1.286	0.473	0.75	0.066	0.147	0.169	0.196	0.14	0.285	0.98	1.508	1.951	4.122	3.431	3.153	0.677										
Aligned_pair1_v	97	1.113	0.763	1.254	0.763	1.254	1.295	0.505	0.758	0.068	0.15	0.172	0.198	0.134	0.286	0.98	1.573	2.134	4.221	0	0	0										
Aligned_pair1_v	98	1.093	0.761	1.239	0.761	1.239	1.403	0.489	0.748	0.07	0.137	0.177	0.183	0.143	0.275	0.98	1.515	2.159	4.32	0	0	0										
Aligned_pair1_v	99	1.098	0.757	1.242	0.757	1.242	1.472	0.476	0.744	0.068	0.144	0.181	0.194	0.143	0.273	0.98	1.537	2.096	4.204	3.431	3.05	0.759										
Aligned_pair1_v	100	1.083	0.752	1.244	0.752	1.244	1.485	0.471	0.733	0.068	0.14	0.179	0.19	0.144	0.276	0.98	1.477	2.119	4.105	0	NaN	NaN										
Aligned_pair1_v	101	1.132	0.752	1.253	0.752	1.253	1.384	0.52	0.763	0.071	0.159	0.182	0.208	0.137	0.289	0.98	1.598	2.074	4.419	0	NaN	NaN										
Aligned_pair1_v	102	1.127	0.765	1.265	0.765	1.265	1.371	0.474	0.738	0.073	0.151	0.181	0.205	0.153	0.298	0.98	1.537	2.096	4.303	0	0	0										
Aligned_pair1_v	103	1.118	0.757	1.283	0.757	1.283	1.409	0.488	0.705	0.074	0.142	0.181	0.201	0.151	0.302	0.98	1.503	2.055	4.105	0.98	0.95	0.094										
Aligned_pair1_v	104	1.103	0.764	1.272	0.764	1.272	-1.548	0.48	0.683	0.073	0.138	0.184	0.202	0.151	0.287	0.98	1.503	2.055	4.443	0.98	0.919	0.16										
Aligned_pair1_v	105	1.093	0.752	1.229	0.752	1.229	-1.522	0.47	0.676	0.072	0.133	0.182	0.197	0.153	0.294	0.98	1.477	2.119	4.146	0	0	0										
Aligned_pair1_v	106	1.083	0.742	1.237	0.742	1.237	-1.484	0.476	0.695	0.071	0.132	0.179	0.189	0.149	0.283	0.98	1.508	1.19	4.262	0	0	0										
Aligned_pair1_v	107	1.142	0.742	1.251	0.742	1.251	1.544	0.465	0.686	0.076	0.151	0.19	0.219	0.164	0.305	0.98	1.503	2.055	4.436	0.98	0.921	0.114										
Aligned_pair1_v	108	1.186	0.75	1.275	0.75	1.275	1.469	0.489	0.705	0.081	0.164	0.196	0.233	0.165	0.326	0.98	1.529	1.292	4.477	0	0	0										
Aligned_pair1_v	109	1.191	0.755	1.277	0.755	1.277	1.49	0.483	0.693	0.084	0.16	0.197	0.231	0.173	0.342	0.98	1.515	2.159	4.402	0.98	0.955	0.104										
Aligned_pair1_v	110	1.176	0.743	1.293	0.743	1.293	1.542	0.474	0.672	0.085	0.152	0.196	0.226	0.179	0.332	0.98	1.477	1.022	4.303	0	0	0										
Aligned_pair1_v	111	1.162	0.75	1.277	0.75	1.277	-1.525	0.487	0.678	0.08	0.152	0.193	0.224	0.165	0.324	0.98	1.477	2.119	4.32	3.431	3.298	0.46										
Aligned_pair1_v	112	1.172	0.753	1.301	0.753	1.301	-1.537	0.505	0.676	0.082	0.156	0.195	0.231	0.161	0.315	1.05	1.573	2.134	4.617	2.8	2.565	0.434										
Aligned_pair1_v	113	1.167	0.756	1.285	0.756	1.285	-1.459	0.507	0.668	0.085	0.145	0.192	0.217	0.168	0.316	1.05	1.515	0.983	4.385	0	0	0										
Aligned_pair1_v	114	1.206	0.754	1.306	0.754	1.306	1.5	0.533	0.678	0.089	0.159	0.2	0.235	0.168	0.332	1.05	1.555	2.196	4.385	0	0	0										
Aligned_pair1_v	115	1.186	0.755	1.291	0.755	1.291	1.5	0.496	0.683	0.086	0.153	0.197	0.224	0.174	0.326	0.98	1.477	2.119	4.303	0	0	0										
Aligned_pair1_v	116	1.211	0.749	1.314	0.749	1.314	1.544	0.481	0.655	0.09	0.161	0.202	0.246	0.187	0.342	0.98	1.537	2.096	4.443	0	0	0										
Aligned_pair1_v	117	1.201	0.751	1.294	0.751	1.294	-1.463	0.519	0.692	0.089	0.157	0.198	0.226	0.171	0.332	1.05	1.498	0.918	4.286	0.98	0.948	0.097										
Aligned_pair1_v	118	1.176	0.741	1.31	0.741	1.31	-1.434	0.533	0.665	0.086	0.149	0.192	0.224	0.161	0.31	1.05	1.498	0.918	4.245	0	0	0										
Aligned_pair1_v	119	1.162	0.739	1.306	0.739	1.306	-1.432	0.521	0.762	0.081	0.155	0.19	0.203	0.156	0.309	1.044	1.555	0.945	4.856	0.98	0.897	0.171										
Aligned_pair1_v	120	1.176	0.744	1.279	0.744	1.279	-1.499	0.489	0.729	0.081	0.166	0.195	0.228	0.166	0.314	0.98	1.555	0.945	4.484	0.98	0.921	0.114										
Aligned_pair1_v	121	1.162	0.735	1.288	0.735	1.288	-1.427	0.515	0.755	0.079	0.162	0.19	0.214	0.154	0.302	0.98	1.612	0.971	4.682	0	0	0										
Aligned_pair1_v	122	1.211	0.749	1.298	0.749	1.298	-1.511	0.487	0.694	0.086	0.168	0.201	0.243	0.176	0.318	0.98	1.597	0.91	4.525	0	0	0										
Aligned_pair1_v	123	1.206	0.744	1.317	0.744	1.317	-1.478	0.505	0.769	0.085	0.167	0.199	0.218	0.169	0.323	1.05	1.566	2.034	4.699	0	0	0										
Aligned_pair1_v	124	1.191	0.74	1.311	0.74	1.311	-1.402	0.507	0.735	0.085	0.159	0.193	0.217	0.167	0.313	1.05	1.555	0.945	4.501	0	0	0										
Aligned_pair1_v	125	1.216	0.735	1.324	0.735	1.324	-1.391	0.528	0.82	0.087	0.174	0.196	0.212	0.164	0.305	1.05	1.612	0.971	4.88	0.98	0.918	0.149										
Aligned_pair1_v	126	1.196	0.731	1.311	0.731	1.311	-1.411	0.5	0.734	0.083	0.168	0.194	0.228	0.166	0.32	1.025	1.535	1.148	4.344	0	0	0										
Aligned_pair1_v	127	1.206	0.723	1.319	0.723	1.319	-1.522	0.505	0.772	0.085	0.176	0.2	0.227	0.168	0.324	1.008	1.573	1.935	4.675	0.98	0.901	0.178										
Aligned_pair1_v	128	1.172	0.723	1.3	0.723	1.3	-1.559	0.509	0.799	0.08	0.168	0.195	0.21	0.157	0.306	0.997	1.598	2.074	5.136	0.98	0.926	0.136										
Aligned_pair1_v	129	1.167	0.712	1.308	0.712	1.308	-1.545	0.491	0.686	0.078	0.161	0.194	0.235	0.159	0.316	1.013	1.508	1.19	4.402	0	0	0										
Aligned_pair1_v	130	1.176	0.725	1.302	0.725	1.302	-1.454	0.487	0.713	0.082	0.157	0.193	0.219	0.169	0.306	1.044	1.537	1.046	4.402	0	0	0										
Aligned_pair1_v	131	1.221	0.716	1.307	0.716	1.307	-1.419	0.505	0.73	0.088	0.168	0.199	0.231	0.174	0.325	1.05	1.573	1.007	4.501	0	0	0										
Aligned_pair1_v	132	1.216	0.713	1.306	0.713	1.306	-1.388	0.515	0.738	0.085	0.171	0.196	0.232	0.165	0.325	1.05	1.566	1.107	4.46	0	0	0										
Aligned_pair1_v	133	1.23	0.705	1.303	0.705	1.303	-1.432	0.525	0.723	0.092	0.17	0.201	0.235	0.175	0.331	1.05	1.573	1.007	4.682	0.98	0.922	0.15										
Aligned_pair1_v	134	1.221	0.712	1.297	0.712	1.297	-1.506	0.507	0.762	0.09	0.175	0.203	0.229	0.176	0.314	1.029	1.616	1.263	4.6	0	0	0										
Aligned_pair1_v	135	1.221	0.701	1.32	0.701	1.32	1.539	0.502	0.721	0.086	0.177	0.203	0.246	0.172	0.326	0.98	1.633	2.111	4.467	0.98	0.922	0.15										
Aligned_pair1_v	136	1.23	0.697	1.324	0.697	1.324	-1.504	0.532	0.786	0.088	0.181	0.204	0.23	0.165	0.319	1.05	1.598	2.074	4.583	3.431	3.092	0.75										
Aligned_pair1_v	137	1.216	0.701	1.318	0.701	1.318	-1.492	0.542	0.783	0.084	0.178	0.201	0.228	0.156	0.315	1.068	1.598	1.068	4.757	0	0	0										
Aligned_pair1_v	138	1.23	0.707	1.336	0.707	1.336	-1.489	0.496	0.801	0.088	0.181	0.204	0.226	0.177	0.317	1.05	1.634	1.399	4.781	0	0	0										
Aligned_pair1_v	139	1.24	0.704	1.3	0.704	1.3	-1.508	0.505	0.786	0.093	0.177	0.206	0.225	0.183	0.326	1.05	1.664	1.959	4.897	0	0	0										
Aligned_pair1_v	140	1.235	0.697	1.311	0.697	1.311	-1.524	0.505	0.782	0.092	0.175	0.205	0.223	0.183	0.322	1.05	1.634	1.399	4.699	0	0	0										
Aligned_pair1_v	141	1.225	0.691	1.289	0.691	1.289	-1.568	0.498	0.741	0.09	0.174	0.204	0.234	0.181	0.325	1.04	1.628	2.015	4.757	0	NaN	NaN										
Aligned_pair1_v	142	1.23	0.691	1.325	0.691	1.325	1.546	0.493	0.756	0.088	0.177	0.205	0.234	0.179	0.314	0.98	1.612	0.971	4.665	0	0	0										
Aligned_pair1_v	143	1.25	0.693	1.306	0.693	1.306	-1.516	0.496	0.789	0.09	0.184	0.208	0.233	0.181	0.343	0.98	1.634	1.399	4.559	0.98	0.918	0.149										
Aligned_pair1_v	144	1.23	0.679	1.312	0.679	1.312	-1.514	0.533	0.712	0.091	0.173	0.204	0.243	0.172	0.335	1.05	1.66	2.053	4.74	0	NaN	NaN										
Aligned_pair1_v	145	1.216	0.683	1.292	0.683	1.292	-1.462	0.536	0.76	0.087	0.176	0.2	0.232	0.162	0.332	1.05	1.566	2.034	4.716	0	0	0										
Aligned_pair1_v	146	1.23	0.689	1.299	0.689	1.299	-1.542	0.498	0.795	0.089	0.183	0.205	0.23	0.179	0.327	1.05	1.628	2.015	4.699	0	0	0										
Aligned_pair1_v	147	1.255	0.69	1.287	0.69	1.287	-1.565	0.499	0.812	0.092	0.192	0.209	0.236	0.184	0.337	1.05	1.628	2.015	4.699	0	0	0										
Aligned_pair1_v	148	1.245	0.685	1.285	0.685	1.285	1.549	0.518	0.751	0.094	0.182	0.207	0.242	0.182	0.344	1.05	1.633	2.111	4.624	0	0	0										
Aligned_pair1_v	149	1.24	0.682	1.286	0.682	1.286	-1.553	0.482	0.744	0.091	0.182	0.207	0.245	0.188	0.322	0.98	1.616	1.263	4.583	0.98	0.917	0.147										
Aligned_pair1_v	150	1.26	0.67	1.28	0.67	1.28	-1.521	0.516	0.745	0.096	0.183	0.209	0.246	0.187	0.343	1.05	1.628	2.015	4.641	0	0	0										
Aligned_pair1_v	151	1.265	0.672	1.279	0.672	1.279	-1.483	0.525	0.752	0.097	0.186	0.209	0.247	0.184	0.348	1.05	1.616	1.263	4.542	0	NaN	NaN										
Aligned_pair1_v	152	1.245	0.654	1.26	0.654	1.26	-1.494	0.524	0.765	0.095	0.172	0.206	0.225	0.182	0.341	1.05	1.598	2.074	4.484	1.019	0.975	0.098										
Aligned_pair1_v	153	1.225	0.671	1.27	0.671	1.27	-1.511	0.539	0.758	0.089	0.182	0.204	0.241	0.166	0.324	1.05	1.616	1.263	4.798	0	0	0										
Aligned_pair1_v	154	1.245	0.673	1.25	0.673	1.25	-1.527	0.532	0.77	0.093	0.185	0.207	0.24	0.175	0.332	1.069	1.66	2.053	4.682	0	0	0										
Aligned_pair1_v	155	1.206	0.683	1.255	0.683	1.255	-1.552	0.485	0.772	0.087	0.178	0.201	0.231	0.179	0.319	0.98	1.693	2.09	4.624	0	0	0										
Aligned_pair1_v	156	1.225	0.677	1.254	0.677	1.254	-1.536	0.488	0.77	0.088	0.178	0.204	0.231	0.179	0.327	0.98	1.66	2.053	4.624	0	0	0										
Aligned_pair1_v	157	1.235	0.676	1.253	0.676	1.253	-1.512	0.523	0.783	0.089	0.182	0.205	0.233	0.169	0.319	1.05	1.683	1.275	4.716	3.711	3.39	0.673										
Aligned_pair1_v	158	1.235	0.671	1.237	0.671	1.237	-1.469	0.526	0.772	0.089	0.178	0.204	0.23	0.17	0.322	1.05	1.566	2.034	4.46	0	0	0										
Aligned_pair1_v	159	1.225	0.668	1.241	0.668	1.241	-1.485	0.536	0.835	0.088	0.18	0.203	0.216	0.163	0.3	1.05	1.693	1.446	4.658	1.019	0.965	0.131										
Aligned_pair1_v	160	1.196	0.662	1.232	0.662	1.232	-1.482	0.543	0.774	0.084	0.172	0.198	0.222	0.154	0.306	1.05	1.573	1.935	4.757	0.98	0.904	0.134										
Aligned_pair1_v	161	1.167	0.67	1.241	0.67	1.241	-1.565	0.463	0.788	0.076	0.175	0.194	0.222	0.165	0.304	0.98	1.616	1.484	4.501	0	0	0										
Aligned_pair1_v	162	1.142	0.666	1.235	0.666	1.235	1.528	0.479	0.802	0.073	0.165	0.19	0.206	0.152	0.292	0.978	1.573	2.134	4.46	0	0	0										
Aligned_pair1_v	163	1.142	0.656	1.232	0.656	1.232	1.517	0.458	0.807	0.07	0.166	0.19	0.206	0.154	0.289	0.91	1.628	2.015	4.344	0	0	0										
Aligned_pair1_v	164	1.176	0.657	1.224	0.657	1.224	-1.52	0.507	0.8	0.079	0.166	0.196	0.208	0.155	0.301	1.017	1.566	1.391	4.361	0	0	0										
