Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)	Cr_(rad)	M_(rad)	ICrCa(_^4)	IML(_^4)	ZCrCa(__A)	ZML(__A)	RCrCa(_)	RML(_)	DCrCa(_)	DML(_)
Aligned_pair3_d	42	1.397	0.783	1.133	0.783	1.133	-1.526	0.61	0.778	0.112	0.231	0.232	0.297	0.183	0.422	1.19	1.634	1.399	4.815	0	NaN	NaN										
Aligned_pair3_d	43	1.368	0.817	1.154	0.817	1.154	-1.407	0.581	0.78	0.109	0.217	0.222	0.278	0.188	0.401	1.167	1.616	1.263	4.658	4.061	3.64	0.623										
Aligned_pair3_d	44	1.368	0.814	1.155	0.814	1.155	1.562	0.588	0.807	0.105	0.227	0.228	0.281	0.178	0.393	1.12	1.693	1.446	4.675	0	NaN	NaN										
Aligned_pair3_d	45	1.358	0.814	1.152	0.814	1.152	-1.519	0.591	0.754	0.107	0.217	0.226	0.288	0.18	0.402	1.174	1.616	1.263	4.576	0	NaN	NaN										
Aligned_pair3_d	46	1.412	0.801	1.148	0.801	1.148	-1.558	0.6	0.816	0.11	0.248	0.235	0.303	0.184	0.412	1.167	1.703	1.406	4.856	0	NaN	NaN										
Aligned_pair3_d	47	1.446	0.785	1.122	0.785	1.122	-1.529	0.611	0.847	0.116	0.256	0.241	0.302	0.19	0.429	1.19	1.703	1.736	4.972	0	0	0										
Aligned_pair3_d	48	1.485	0.773	1.115	0.773	1.115	1.561	0.627	0.843	0.124	0.265	0.248	0.314	0.198	0.446	1.19	1.716	1.365	4.914	0	NaN	NaN										
Aligned_pair3_d	49	1.471	0.769	1.105	0.769	1.105	1.536	0.63	0.777	0.131	0.247	0.245	0.317	0.208	0.453	1.19	1.652	0.936	4.839	0	NaN	NaN										
Aligned_pair3_d	50	1.48	0.759	1.105	0.759	1.105	1.549	0.639	0.851	0.128	0.253	0.247	0.297	0.2	0.434	1.19	1.703	1.406	4.938	0	NaN	NaN										
Aligned_pair3_d	51	1.539	0.751	1.083	0.751	1.083	-1.554	0.581	0.811	0.14	0.274	0.256	0.337	0.242	0.488	1.19	1.695	0.903	5.037	1.12	1.059	0.135										
Aligned_pair3_d	52	1.52	0.775	1.087	0.775	1.087	-1.56	0.627	0.806	0.143	0.253	0.253	0.314	0.228	0.467	1.245	1.664	1.959	5.211	1.12	1.05	0.145										
Aligned_pair3_d	53	1.569	0.781	1.091	0.781	1.091	1.53	0.612	0.819	0.141	0.296	0.261	0.361	0.23	0.48	1.19	1.771	1.249	5.136	1.12	1.059	0.135										
Aligned_pair3_d	54	1.51	0.778	1.084	0.778	1.084	1.486	0.589	0.814	0.134	0.265	0.25	0.326	0.227	0.466	1.12	1.722	2.034	4.979	4.061	3.64	0.623										
Aligned_pair3_d	55	1.573	0.764	1.091	0.764	1.091	1.469	0.61	0.842	0.141	0.295	0.26	0.351	0.231	0.495	1.185	1.756	1.981	4.921	0	0	0										
Aligned_pair3_d	56	1.549	0.76	1.098	0.76	1.098	1.471	0.614	0.855	0.141	0.282	0.256	0.33	0.229	0.462	1.19	1.756	1.981	5.02	1.12	1.059	0.135										
Aligned_pair3_d	57	1.603	0.757	1.102	0.757	1.102	1.494	0.608	0.851	0.146	0.312	0.266	0.366	0.241	0.497	1.19	1.795	1.93	5.078	4.761	4.367	0.824										
Aligned_pair3_d	58	1.559	0.752	1.083	0.752	1.083	1.487	0.608	0.834	0.14	0.287	0.258	0.345	0.231	0.477	1.19	1.771	1.893	4.938	1.12	1.073	0.111										
Aligned_pair3_d	59	1.618	0.755	1.112	0.755	1.112	1.543	0.589	0.849	0.149	0.308	0.269	0.362	0.254	0.509	1.19	1.771	1.893	5.078	0	NaN	NaN										
Aligned_pair3_d	60	1.618	0.748	1.096	0.748	1.096	-1.551	0.644	0.87	0.15	0.308	0.269	0.354	0.233	0.508	1.26	1.773	1.412	5.194	4.481	4.157	0.717										
Aligned_pair3_d	61	1.613	0.779	1.111	0.779	1.111	-1.405	0.625	0.873	0.154	0.292	0.261	0.335	0.246	0.502	1.259	1.756	1.161	5.112	3.501	3.379	0.37										
Aligned_pair3_d	62	1.613	0.792	1.111	0.792	1.111	-1.469	0.606	0.882	0.149	0.308	0.266	0.349	0.246	0.494	1.19	1.8	1.335	5.194	0	NaN	NaN										
Aligned_pair3_d	63	1.559	0.785	1.101	0.785	1.101	-1.532	0.604	0.867	0.131	0.298	0.259	0.344	0.217	0.483	1.19	1.773	1.412	5.037	0	0	0										
Aligned_pair3_d	64	1.544	0.764	1.092	0.764	1.092	-1.535	0.569	0.878	0.12	0.312	0.257	0.355	0.211	0.474	1.12	1.818	1.298	4.996	3.641	3.481	0.328										
Aligned_pair3_d	65	1.51	0.751	1.09	0.751	1.09	-1.556	0.512	0.876	0.108	0.313	0.252	0.357	0.212	0.459	1.05	1.86	1.916	5.037	0.99	0.969	0.082										
Aligned_pair3_d	66	1.51	0.735	1.093	0.735	1.093	-1.559	0.525	0.869	0.108	0.313	0.252	0.359	0.206	0.475	1.05	1.818	1.298	4.979	1.019	0.985	0.08										
Aligned_pair3_d	67	1.456	0.723	1.116	0.723	1.116	-1.556	0.535	0.843	0.103	0.286	0.243	0.339	0.193	0.437	1.05	1.86	1.916	4.921	3.501	3.379	0.37										
Aligned_pair3_d	68	1.461	0.718	1.104	0.718	1.104	1.567	0.473	0.857	0.1	0.296	0.243	0.345	0.211	0.457	0.98	1.8	1.806	4.74	0	NaN	NaN										
Aligned_pair3_d	69	1.402	0.71	1.076	0.71	1.076	-1.53	0.496	0.823	0.098	0.263	0.233	0.32	0.197	0.427	1.05	1.729	1.198	4.839	3.711	3.489	0.434										
Aligned_pair3_d	70	1.451	0.733	1.077	0.733	1.077	-1.481	0.555	0.826	0.105	0.273	0.24	0.33	0.19	0.455	1.12	1.732	1.326	4.856	3.501	3.379	0.37										
Aligned_pair3_d	71	1.387	0.752	1.094	0.752	1.094	-1.523	0.519	0.804	0.1	0.245	0.231	0.305	0.193	0.421	1.05	1.664	1.182	4.798	0	0	0										
Aligned_pair3_d	72	1.358	0.75	1.078	0.75	1.078	1.528	0.483	0.812	0.093	0.241	0.226	0.297	0.192	0.41	0.98	1.664	1.826	4.658	0.98	0.967	0.082										
Aligned_pair3_d	73	1.323	0.741	1.067	0.741	1.067	1.532	0.473	0.754	0.093	0.224	0.22	0.297	0.196	0.398	0.98	1.612	2.171	4.74	0.98	0.947	0.124										
Aligned_pair3_d	74	1.319	0.742	1.064	0.742	1.064	1.528	0.476	0.827	0.092	0.219	0.219	0.265	0.193	0.375	0.98	1.664	1.826	4.815	0	NaN	NaN										
Aligned_pair3_d	75	1.348	0.734	1.065	0.734	1.065	1.502	0.527	0.761	0.098	0.224	0.224	0.295	0.186	0.409	1.05	1.633	2.111	4.74	3.711	3.489	0.434										
Aligned_pair3_d	76	1.328	0.725	1.058	0.725	1.058	1.549	0.517	0.763	0.098	0.211	0.221	0.276	0.189	0.392	1.05	1.633	1.03	4.699	3.501	3.359	0.265										
Aligned_pair3_d	77	1.372	0.708	1.07	0.708	1.07	1.488	0.517	0.765	0.101	0.232	0.227	0.303	0.196	0.414	1.05	1.664	1.959	4.699	0.99	0.969	0.041										
Aligned_pair3_d	78	1.299	0.713	1.062	0.713	1.062	1.563	0.504	0.759	0.091	0.209	0.216	0.275	0.18	0.39	1.05	1.598	1.068	4.658	0	NaN	NaN										
Aligned_pair3_d	79	1.314	0.731	1.071	0.731	1.071	-1.501	0.536	0.819	0.093	0.212	0.218	0.259	0.174	0.373	1.12	1.634	1.743	4.617	0	0	0										
Aligned_pair3_d	80	1.319	0.76	1.082	0.76	1.082	-1.463	0.503	0.833	0.09	0.225	0.217	0.27	0.179	0.37	1.05	1.722	1.107	4.74	3.501	3.359	0.265										
Aligned_pair3_d	81	1.299	0.777	1.089	0.777	1.089	1.566	0.498	0.871	0.081	0.235	0.216	0.27	0.162	0.352	1.05	1.732	1.326	4.757	0	NaN	NaN										
Aligned_pair3_d	82	1.25	0.781	1.109	0.781	1.109	-1.535	0.508	0.856	0.076	0.215	0.208	0.252	0.149	0.337	1.05	1.693	1.695	4.716	2.52	2.395	0.336										
Aligned_pair3_d	83	1.26	0.796	1.139	0.796	1.139	-1.561	0.463	0.823	0.075	0.223	0.21	0.271	0.162	0.356	0.98	1.664	1.826	4.716	3.501	3.359	0.265										
Aligned_pair3_d	84	1.162	0.81	1.152	0.81	1.152	-1.517	0.476	0.751	0.065	0.19	0.193	0.253	0.137	0.319	0.98	1.633	1.03	4.658	2.52	2.395	0.336										
Aligned_pair3_d	85	1.137	0.822	1.161	0.822	1.161	-1.489	0.457	0.749	0.061	0.185	0.188	0.247	0.133	0.316	0.955	1.597	1.305	4.518	2.52	2.395	0.336										
Aligned_pair3_d	86	1.093	0.828	1.174	0.828	1.174	-1.442	0.445	0.754	0.056	0.171	0.179	0.227	0.126	0.287	0.941	1.628	1.126	4.245	0.84	0.823	0.048										
Aligned_pair3_d	87	1.137	0.822	1.179	0.822	1.179	-1.464	0.446	0.79	0.059	0.19	0.187	0.24	0.132	0.314	0.944	1.624	1.441	4.46	0	0	0										
Aligned_pair3_d	88	1.172	0.835	1.191	0.835	1.191	-1.372	0.489	0.823	0.064	0.201	0.188	0.244	0.13	0.314	1.002	1.693	1.052	4.658	0	NaN	NaN										
Aligned_pair3_d	89	1.167	0.871	1.208	0.871	1.208	-1.374	0.461	0.799	0.064	0.201	0.187	0.251	0.138	0.324	1.001	1.664	1.316	4.535	2.59	2.406	0.351										
Aligned_pair3_d	90	1.167	0.891	1.215	0.891	1.215	-1.416	0.484	0.788	0.063	0.203	0.19	0.258	0.129	0.326	0.987	1.633	1.03	4.484	3.431	3.023	0.689										
Aligned_pair3_d	91	1.157	0.885	1.22	0.885	1.22	-1.397	0.472	0.785	0.063	0.194	0.187	0.247	0.134	0.319	0.987	1.616	1.263	4.361	0	NaN	NaN										
Aligned_pair3_d	92	1.152	0.889	1.225	0.889	1.225	-1.415	0.474	0.767	0.064	0.191	0.187	0.25	0.136	0.328	1.016	1.58	1.347	4.518	2.59	2.406	0.351										
Aligned_pair3_d	93	1.127	0.89	1.211	0.89	1.211	-1.38	0.481	0.729	0.067	0.17	0.181	0.233	0.138	0.307	1.012	1.537	1.046	4.395	0.852	0.818	0.073										
Aligned_pair3_d	94	1.152	0.905	1.215	0.905	1.215	-1.423	0.469	0.718	0.069	0.175	0.188	0.244	0.147	0.314	0.962	1.542	0.882	4.361	0	NaN	NaN										
Aligned_pair3_d	95	1.122	0.897	1.228	0.897	1.228	-1.343	0.493	0.753	0.065	0.168	0.178	0.222	0.133	0.285	0.962	1.598	1.068	4.32	0	0	0										
Aligned_pair3_d	96	1.191	0.894	1.254	0.894	1.254	-1.381	0.496	0.757	0.074	0.184	0.191	0.243	0.15	0.33	1.036	1.597	1.305	4.494	0	NaN	NaN										
Aligned_pair3_d	97	1.24	0.892	1.248	0.892	1.248	-1.234	0.533	0.805	0.083	0.193	0.184	0.24	0.156	0.329	1.051	1.634	0.816	4.733	0.98	0.91	0.136										
Aligned_pair3_d	98	1.319	0.904	1.29	0.904	1.29	-1.162	0.61	0.816	0.096	0.212	0.185	0.26	0.158	0.377	1.151	1.683	1.275	4.774	0	NaN	NaN										
Aligned_pair3_d	99	1.338	0.901	1.299	0.901	1.299	-1.219	0.6	0.81	0.097	0.222	0.197	0.274	0.162	0.371	1.124	1.67	0.994	4.716	0.98	0.91	0.136										
Aligned_pair3_d	100	1.397	0.889	1.293	0.889	1.293	-1.297	0.615	0.779	0.113	0.229	0.216	0.294	0.183	0.419	1.181	1.639	1.222	4.873	1.12	1.048	0.154										
Aligned_pair3_d	101	1.431	0.866	1.304	0.866	1.304	-1.223	0.589	0.835	0.119	0.235	0.211	0.282	0.202	0.416	1.218	1.683	1.275	4.774	0	NaN	NaN										
Aligned_pair3_d	102	1.485	0.851	1.299	0.851	1.299	-1.304	0.606	0.8	0.133	0.244	0.23	0.305	0.22	0.459	1.215	1.683	1.275	4.815	3.431	3.023	0.689										
Aligned_pair3_d	103	1.52	0.839	1.285	0.839	1.285	-1.361	0.641	0.846	0.141	0.254	0.242	0.3	0.22	0.451	1.291	1.705	1.236	4.989	0	0	0										
Aligned_pair3_d	104	1.539	0.817	1.276	0.817	1.276	-1.38	0.665	0.845	0.146	0.259	0.247	0.306	0.219	0.472	1.313	1.705	1.236	5.088	1.129	1.088	0.091										
Aligned_pair3_d	105	1.569	0.797	1.255	0.797	1.255	-1.46	0.693	0.842	0.152	0.262	0.258	0.311	0.22	0.492	1.33	1.705	1.236	4.873	1.188	1.147	0.077										
Aligned_pair3_d	106	1.534	0.788	1.232	0.788	1.232	-1.436	0.708	0.771	0.148	0.248	0.251	0.322	0.21	0.486	1.33	1.692	1.997	5.013	1.188	1.147	0.077										
Aligned_pair3_d	107	1.573	0.797	1.238	0.797	1.238	-1.373	0.719	0.755	0.159	0.253	0.252	0.335	0.221	0.51	1.33	1.664	1.959	4.996	0	NaN	NaN										
Aligned_pair3_d	108	1.51	0.813	1.245	0.813	1.245	-1.382	0.701	0.777	0.143	0.244	0.243	0.314	0.204	0.463	1.304	1.67	0.994	4.856	5.041	4.717	0.586										
Aligned_pair3_d	109	1.471	0.825	1.226	0.825	1.226	-1.544	0.655	0.74	0.137	0.228	0.245	0.308	0.209	0.467	1.26	1.6	1.166	4.839	0	NaN	NaN										
